//X,Y,Z,M3C2 distance,R,G,B,Nx,Ny,Nz
47593.637,36110.359,2025.794,0.000,29,22,27,-0.837551,0.464616,0.287471
47594.492,36109.520,2031.951,-0.227,19,11,15,-0.963599,0.033313,0.265267
47594.543,36109.258,2032.288,-0.270,20,14,17,-0.992294,0.122792,-0.016594
47594.586,36109.637,2032.312,-0.270,20,12,16,-0.960268,0.112744,0.255294
47600.688,36106.254,2044.913,-0.243,53,40,44,-0.354974,0.095830,0.929952
47594.422,36110.395,2033.420,-0.234,22,15,17,-0.928510,0.029868,-0.370105
47594.465,36110.473,2035.454,-0.298,21,14,16,-0.947708,0.021396,0.318420
47594.578,36110.445,2036.056,-0.320,25,17,18,-0.935026,-0.001262,0.354578
47592.332,36111.422,2021.327,-0.069,22,17,21,-0.853531,0.398108,-0.336146
47592.180,36110.938,2021.202,-0.074,28,23,28,-0.953249,0.281910,-0.108830
47587.695,36113.500,1996.422,-0.016,119,107,116,-0.527234,0.365008,0.767329
47588.410,36113.016,1998.035,-0.003,69,53,48,-0.642684,0.524606,0.558342
47588.648,36111.938,2001.950,0.189,23,17,21,-0.752866,0.654979,0.064778
47588.848,36112.492,2008.055,0.453,18,11,12,-0.594671,0.791404,-0.141588
47592.348,36111.020,2022.470,-0.021,30,24,28,-0.818899,0.364132,0.443636
47592.539,36111.434,2022.710,0.019,23,16,21,-0.846239,0.328833,0.419223
47588.938,36112.543,2008.494,0.453,16,8,11,-0.582699,0.806479,0.100265
47591.105,36111.953,2012.069,0.467,16,9,11,-0.336964,0.891083,0.304017
47592.438,36110.848,2017.456,-0.114,27,18,20,-0.659482,0.751502,0.018125
47591.957,36110.582,2019.125,-0.082,20,12,16,-0.861443,0.489555,0.135100
47598.449,36108.152,2041.891,-0.363,44,36,40,-0.758902,0.386795,0.523887
47597.566,36108.336,2040.437,-0.403,49,41,46,-0.754698,0.091965,0.649595
47597.125,36108.883,2039.406,-0.423,39,31,38,-0.858651,-0.182408,0.479006
47597.770,36108.016,2040.577,-0.416,47,39,46,-0.858113,-0.037070,0.512122
47600.184,36106.766,2044.375,-0.275,53,42,48,-0.661805,0.162789,0.731789
47600.559,36106.629,2044.799,-0.243,45,35,40,-0.660351,0.149599,0.735906
47594.383,36110.156,2029.820,-0.176,26,18,21,-0.982303,0.173488,-0.070592
47594.523,36110.684,2029.604,-0.164,27,22,26,-0.990561,0.041983,-0.130486
47588.902,36112.648,2000.164,0.098,23,18,22,-0.721199,0.662262,0.203176
47588.516,36112.301,2000.007,0.057,26,19,22,-0.671230,0.699659,0.244802
47588.723,36112.570,1999.549,0.057,25,19,23,-0.701011,0.697996,0.146233
47588.961,36112.250,2002.533,0.242,20,14,17,-0.767207,0.638144,0.064531
47589.695,36112.438,2003.991,0.338,21,15,18,-0.479416,0.749602,0.456351
47594.391,36110.805,2031.160,-0.156,22,16,19,-0.980772,0.101123,0.166914
47589.957,36112.250,2005.802,0.474,19,11,15,-0.513637,0.830658,-0.214904
47589.289,36112.781,2002.334,0.229,21,16,19,-0.798466,0.599205,-0.058355
47594.313,36110.688,2035.120,-0.274,25,17,18,-0.929579,-0.008926,0.368516
47594.316,36111.145,2035.227,-0.222,29,22,24,-0.940335,0.003766,0.340228
47591.633,36111.594,2013.618,0.274,17,11,12,-0.326447,0.838765,0.435783
47592.418,36111.719,2021.995,-0.012,21,15,20,-0.901327,0.411752,0.134421
47592.922,36111.176,2023.437,0.045,22,16,20,-0.831098,0.314596,0.458591
47593.133,36111.086,2023.995,0.047,21,15,20,-0.685966,0.559121,0.465656
47596.871,36109.289,2039.296,-0.408,33,22,28,-0.851834,-0.163871,0.497518
47597.879,36108.320,2040.728,-0.403,48,38,41,-0.771087,0.061515,0.633751
47599.621,36106.910,2043.890,-0.300,51,41,44,-0.601823,0.168268,0.780702
47595.215,36110.535,2037.153,-0.401,38,29,32,-0.823282,-0.131077,0.552291
47588.266,36113.742,1996.848,0.004,66,55,61,-0.678017,0.490516,0.547436
47588.941,36112.887,1999.225,-0.000,30,23,26,-0.749433,0.643453,0.155943
47590.133,36112.297,2005.037,0.376,19,12,13,-0.696435,0.713810,0.073842
47590.359,36112.332,2010.774,0.525,17,8,12,-0.492586,0.623718,0.606906
47590.543,36112.551,2010.735,0.525,17,9,11,-0.601651,0.406073,0.687838
47590.984,36112.324,2011.242,0.467,17,10,12,-0.533864,0.550706,0.641648
47592.371,36111.098,2014.910,0.086,19,12,14,-0.339930,0.823737,0.453767
47592.633,36111.145,2015.172,0.086,22,14,17,-0.537903,0.818283,0.202666
47594.070,36110.477,2027.077,-0.034,19,12,15,-0.857216,0.413988,0.306259
47594.512,36110.766,2029.085,-0.160,25,21,26,-0.991850,0.116755,-0.051009
47594.359,36110.547,2030.129,-0.188,26,19,22,-0.971281,0.096751,-0.217376
47594.266,36110.199,2030.370,-0.198,23,14,18,-0.995603,0.060506,-0.071507
47594.910,36110.684,2032.479,-0.176,23,16,18,-0.992110,0.118242,0.041666
47594.875,36110.770,2032.762,-0.194,27,21,23,-0.924441,-0.205274,-0.321360
47594.695,36111.027,2032.909,-0.194,32,25,28,-0.940675,-0.228588,-0.250754
47594.613,36110.754,2033.156,-0.194,29,22,25,-0.854472,0.068751,-0.514928
47594.230,36111.176,2033.755,-0.170,28,21,23,-0.888122,0.014647,-0.459374
47594.172,36111.289,2034.022,-0.200,32,25,27,-0.993158,0.116650,-0.005451
47594.152,36111.191,2034.751,-0.199,29,23,25,-0.994927,-0.031811,0.095434
47594.805,36111.152,2036.088,-0.241,31,25,28,-0.871189,0.252147,0.421251
47592.773,36111.848,2019.403,-0.144,17,11,14,-0.957807,0.283189,0.049086
47592.508,36111.324,2019.761,-0.133,22,16,19,-0.831485,0.542146,0.121289
47592.711,36111.512,2020.401,-0.128,27,25,30,-0.828419,0.553710,-0.084416
47592.293,36111.574,2021.582,-0.020,24,18,22,-0.930345,0.352424,-0.101271
47597.570,36108.777,2040.333,-0.405,43,33,36,-0.758171,0.064739,0.648834
47597.895,36108.691,2040.636,-0.389,46,36,37,-0.751159,0.079911,0.655266
47597.418,36108.777,2040.099,-0.410,41,32,36,-0.896642,0.064143,0.438085
47599.527,36107.527,2043.705,-0.301,51,41,44,-0.658081,0.237160,0.714622
47596.234,36110.332,2038.155,-0.376,49,35,37,-0.732718,-0.055922,0.678231
47589.656,36112.273,2006.341,0.440,18,11,12,-0.453175,0.832650,-0.318320
47588.105,36113.898,1996.474,-0.001,83,71,76,-0.634647,0.450449,0.627949
47588.395,36113.445,1997.245,0.016,69,60,66,-0.691519,0.500639,0.520732
47594.637,36111.105,2028.377,-0.107,20,12,16,-0.996620,0.018159,-0.080114
47588.879,36113.004,1998.435,0.016,37,31,36,-0.760878,0.526260,0.379624
47589.137,36113.512,1998.608,-0.017,38,32,36,-0.824127,0.458549,0.332487
47588.258,36113.121,1997.471,0.002,67,55,54,-0.742440,0.583923,0.328356
47588.418,36113.211,1997.844,0.002,95,74,66,-0.737539,0.592291,0.324388
47594.336,36111.414,2035.143,-0.222,32,25,27,-0.870015,0.350147,0.347089
47590.387,36112.559,2005.554,0.446,21,12,16,-0.755214,0.655442,-0.006929
47590.105,36112.848,2007.026,0.531,18,11,13,-0.557179,0.771110,-0.308125
47589.758,36112.930,2007.844,0.497,17,9,11,-0.479953,0.849381,-0.219537
47592.578,36112.059,2021.444,-0.039,20,11,15,-0.885605,0.456052,-0.087863
47592.598,36112.004,2021.772,-0.012,19,12,16,-0.927696,0.365456,0.076304
47590.258,36113.055,2010.033,0.496,16,9,10,-0.816415,0.283630,0.503012
47596.648,36110.000,2038.768,-0.374,45,33,34,-0.898493,-0.140523,0.415890
47592.320,36111.465,2014.293,0.152,19,12,14,-0.352353,0.786761,0.506809
47592.953,36111.430,2015.337,-0.027,24,17,20,-0.815779,0.576258,0.049313
47592.707,36111.289,2015.746,-0.027,25,17,21,-0.829607,0.439203,-0.344751
47601.352,36106.934,2045.040,-0.245,45,39,45,-0.236210,0.154395,0.959358
47593.063,36111.891,2016.728,-0.054,25,17,21,-0.872310,0.487347,-0.039588
47590.656,36113.098,2010.605,0.414,16,9,11,-0.764941,0.148780,0.626681
47595.539,36110.324,2037.624,-0.421,45,34,37,-0.777918,-0.104015,0.619697
47594.395,36110.504,2028.615,-0.125,21,14,19,-0.841169,0.518893,0.152268
47594.207,36110.973,2027.097,-0.020,20,13,15,-0.918379,0.188786,0.347763
47588.898,36112.918,1998.788,0.016,36,28,32,-0.710871,0.683471,0.165921
47590.332,36112.559,2004.969,0.446,23,15,17,-0.849982,0.491466,0.189715
47592.852,36112.242,2019.369,-0.095,18,11,13,-0.995112,0.096581,-0.020618
47593.504,36111.910,2023.558,0.075,21,16,20,-0.613327,0.525468,0.589673
47589.391,36112.898,2002.444,0.229,22,16,19,-0.681357,0.731725,0.018188
47590.211,36113.230,2007.860,0.489,17,9,11,-0.627396,0.734859,-0.257596
47590.023,36113.199,2009.233,0.475,17,9,11,-0.816383,0.557639,0.150191
47590.281,36113.375,2009.827,0.438,17,9,11,-0.886430,0.370471,0.277478
47596.895,36110.559,2039.311,-0.333,51,38,41,-0.844210,-0.037306,0.534712
47592.637,36111.418,2014.622,0.152,21,15,17,-0.642879,0.622842,0.445841
47597.660,36109.758,2040.414,-0.372,50,40,42,-0.656470,0.189100,0.730266
47599.496,36108.219,2043.337,-0.303,50,41,44,-0.659396,0.355059,0.662669
47599.203,36108.309,2042.689,-0.316,46,38,41,-0.820984,0.385878,0.420814
47594.590,36111.148,2028.027,-0.107,19,12,15,-0.933603,0.234454,0.270955
47594.398,36111.238,2027.497,-0.020,20,13,16,-0.937300,-0.026927,0.347481
47594.355,36110.793,2030.741,-0.173,23,16,19,-0.999153,0.025831,0.032031
47588.910,36113.414,1998.115,-0.004,42,36,42,-0.638504,0.550899,0.537422
47588.883,36113.746,1997.739,-0.016,45,39,46,-0.644475,0.587263,0.489667
47589.438,36113.543,1999.258,0.005,36,28,32,-0.755246,0.622421,0.205415
47589.242,36112.633,2001.866,0.214,21,16,20,-0.777929,0.628167,-0.015254
47590.398,36113.500,2007.925,0.489,17,9,11,-0.834928,0.471104,-0.284528
47591.953,36112.465,2012.102,0.355,18,12,19,-0.645793,0.558114,0.521019
47592.613,36111.918,2014.101,0.168,23,17,19,-0.769965,0.523576,0.364720
47592.852,36112.332,2013.908,0.116,30,22,25,-0.786362,0.509768,0.348958
47592.418,36111.813,2013.932,0.168,19,13,15,-0.545085,0.679260,0.491415
47593.059,36112.145,2014.546,0.054,28,20,22,-0.579694,0.616875,0.532372
47592.953,36111.461,2015.516,-0.027,24,17,20,-0.822485,0.432637,-0.369247
47597.262,36109.926,2039.811,-0.377,45,35,41,-0.740789,0.098283,0.664509
47597.063,36110.363,2039.616,-0.349,46,35,39,-0.754371,0.049911,0.654548
47601.762,36107.535,2045.019,-0.178,53,46,52,-0.226996,0.370516,0.900661
47594.703,36111.883,2035.494,-0.194,34,27,31,-0.858307,0.306648,0.411432
47600.531,36107.801,2044.442,-0.204,45,38,43,-0.526607,0.343019,0.777832
47594.250,36111.508,2027.136,-0.003,22,16,19,-0.976791,0.027298,0.212449
47595.223,36111.340,2037.230,-0.316,47,38,42,-0.791487,0.428924,0.435399
47589.688,36113.426,2000.354,0.031,27,20,23,-0.771730,0.598516,0.214971
47590.551,36112.785,2005.554,0.446,29,20,22,-0.790983,0.598060,0.129110
47590.281,36112.859,2004.325,0.404,60,56,64,-0.926630,0.240554,0.288949
47590.867,36113.391,2005.238,0.457,68,59,62,-0.869290,0.082856,0.487308
47589.930,36113.379,2002.317,0.174,21,15,18,-0.763904,0.637809,0.098237
47590.844,36113.313,2006.461,0.498,33,24,26,-0.744577,0.632657,-0.212958
47590.582,36113.172,2006.957,0.521,18,11,14,-0.641268,0.726350,-0.247369
47593.145,36112.008,2015.024,0.054,23,15,18,-0.949523,0.308819,0.055101
47592.617,36112.215,2013.528,0.163,23,16,18,-0.570694,0.743040,0.349570
47590.496,36113.559,2010.289,0.414,16,9,11,-0.889388,0.114532,0.442573
47591.320,36113.129,2011.298,0.388,17,9,11,-0.696261,-0.098625,0.710981
47594.996,36111.996,2036.160,-0.179,37,30,33,-0.840192,0.345778,0.417749
47594.637,36112.066,2032.876,-0.133,46,39,44,-0.944563,-0.207611,-0.254358
47600.590,36108.410,2044.210,-0.251,51,41,45,-0.504440,0.451515,0.735986
47594.254,36112.047,2027.109,-0.003,21,15,18,-0.959134,-0.280631,-0.036170
47595.738,36111.484,2037.773,-0.313,56,45,46,-0.655050,0.457362,0.601440
47592.996,36112.949,2020.432,0.019,20,14,21,-0.999904,0.004975,0.012934
47592.949,36112.824,2020.955,0.006,19,11,14,-0.978748,0.064121,-0.194782
47592.480,36111.691,2022.249,-0.012,22,15,19,-0.845996,0.443877,0.295403
47594.418,36111.129,2029.969,-0.164,25,18,23,-0.984091,-0.036188,-0.173938
47589.730,36113.969,1999.005,-0.012,36,29,33,-0.817681,0.428764,0.384135
47589.449,36113.977,1998.552,-0.012,33,26,29,-0.764261,0.486051,0.423862
47589.965,36114.051,1999.640,0.013,59,51,54,-0.880057,0.446574,0.161465
47589.594,36113.457,1999.831,0.005,38,30,33,-0.753052,0.622627,0.212718
47594.457,36112.184,2034.269,-0.115,35,28,31,-0.969797,0.188322,0.155014
47594.324,36111.992,2033.911,-0.152,34,25,29,-0.988638,0.141893,0.049605
47594.551,36112.332,2034.824,-0.162,36,30,33,-0.905014,0.238316,0.352356
47589.664,36113.246,2000.867,0.117,21,16,19,-0.752240,0.648380,0.117213
47593.781,36112.219,2023.502,0.077,21,16,20,-0.574173,0.500086,0.648259
47592.809,36112.480,2021.957,0.005,17,9,12,-0.885488,0.365320,0.287145
47592.801,36112.582,2021.334,-0.013,18,10,13,-0.949247,0.235609,-0.208371
47592.953,36113.336,2021.315,0.006,18,11,12,-0.977662,0.194554,0.079534
47590.953,36113.293,2005.489,0.457,65,57,59,-0.937909,0.246672,0.243884
47590.531,36113.367,2007.459,0.489,17,10,12,-0.748145,0.566383,-0.345672
47590.656,36113.703,2007.625,0.425,18,10,13,-0.772748,0.483171,-0.411590
47590.398,36113.844,2008.546,0.458,17,9,11,-0.953194,0.248018,-0.172942
47590.344,36114.078,2009.331,0.422,17,9,11,-0.988358,0.140201,-0.059093
47592.098,36112.723,2012.117,0.293,20,14,21,-0.813130,0.215916,0.540555
47592.934,36111.816,2015.687,-0.027,22,15,18,-0.884664,0.258963,-0.387695
47597.465,36111.023,2039.899,-0.286,58,46,49,-0.668838,0.101428,0.736457
47597.156,36111.262,2039.570,-0.294,54,42,43,-0.661245,0.286593,0.693267
47593.270,36112.656,2017.587,-0.074,18,10,12,-0.875568,0.481902,-0.033937
47600.949,36108.781,2044.132,-0.235,50,42,47,-0.317859,0.485485,0.814414
47593.027,36112.645,2018.464,-0.016,18,11,12,-0.960943,-0.018409,-0.276133
47590.859,36114.109,2011.128,0.366,17,10,12,-0.812851,-0.229819,0.535217
47590.617,36113.789,2010.568,0.371,16,10,11,-0.922704,-0.088070,0.375314
47594.297,36111.969,2025.826,0.107,21,14,17,-0.979626,-0.071444,-0.187691
47594.176,36112.398,2026.798,0.054,22,15,18,-0.956816,-0.267595,-0.113565
47594.035,36112.648,2028.075,-0.006,22,15,17,-0.988423,-0.144169,0.047287
47590.156,36113.770,2002.774,0.180,22,16,19,-0.962826,0.264182,0.056342
47593.023,36113.418,2020.025,-0.010,19,12,15,-0.974797,0.037261,0.219960
47593.984,36112.484,2023.704,0.077,22,16,20,-0.960616,0.115378,0.252794
47589.984,36113.301,2002.806,0.240,21,15,18,-0.885687,0.437787,0.154598
47591.250,36113.949,2006.909,0.484,24,16,20,-0.856003,0.462090,-0.231802
47593.070,36113.309,2021.785,0.058,18,10,12,-0.936337,0.272110,0.221874
47593.953,36112.207,2024.084,0.084,23,16,19,-0.956675,0.230829,0.177458
47592.215,36113.016,2012.362,0.293,21,14,19,-0.862523,-0.131915,0.488521
47592.176,36113.352,2012.540,0.254,26,18,21,-0.836471,-0.201177,0.509748
47599.504,36109.563,2042.171,-0.289,45,35,37,-0.775083,0.407853,0.482599
47592.758,36112.469,2013.232,0.163,30,22,25,-0.873310,0.349019,0.339875
47598.258,36110.758,2040.663,-0.328,56,46,51,-0.590543,0.145019,0.793869
47593.199,36112.117,2016.459,-0.053,22,14,18,-0.961991,0.272948,-0.008492
47593.254,36112.625,2017.272,-0.074,19,12,14,-0.908186,0.409574,-0.086298
47601.121,36108.316,2044.436,-0.210,61,52,59,-0.265376,0.452521,0.851352
47594.293,36112.207,2025.478,0.107,23,15,19,-0.998124,0.003109,-0.061152
47595.590,36112.008,2036.899,-0.256,44,36,40,-0.663631,0.488903,0.566187
47594.223,36112.559,2026.227,0.054,25,17,21,-0.990496,-0.091306,-0.102864
47594.176,36112.188,2029.711,-0.093,23,16,21,-0.970384,-0.231752,-0.068162
47595.289,36112.313,2036.320,-0.188,40,32,36,-0.736970,0.402133,0.543290
47591.691,36113.871,2011.862,0.312,21,15,17,-0.708058,-0.361388,0.606673
47592.039,36113.059,2011.923,0.293,20,14,18,-0.864797,-0.204624,0.458536
47594.074,36112.348,2027.362,0.028,21,14,18,-0.953742,-0.292172,-0.070791
47594.090,36112.363,2027.842,-0.006,20,13,17,-0.938108,-0.339818,0.066914
47594.289,36111.859,2030.588,-0.133,28,22,26,-0.987488,-0.141739,0.069112
47593.016,36113.492,2020.165,0.014,19,12,15,-0.973389,-0.214518,-0.080599
47592.969,36113.410,2020.955,0.053,18,11,13,-0.999814,-0.017048,-0.009025
47589.414,36114.527,1997.671,-0.038,37,28,30,-0.904380,0.232305,0.357953
47589.195,36114.688,1997.171,-0.017,64,46,46,-0.838754,0.210826,0.502039
47591.168,36114.070,2005.685,0.452,83,85,99,-0.909249,0.148478,0.388870
47591.078,36113.539,2005.849,0.457,76,66,71,-0.944179,0.232944,0.232944
47590.555,36113.754,2004.726,0.391,57,48,54,-0.886624,0.082121,0.455143
47590.789,36114.137,2005.072,0.425,61,59,67,-0.873061,0.118599,0.472968
47590.645,36114.297,2008.037,0.436,18,10,12,-0.906751,0.077956,-0.414398
47601.758,36107.832,2044.893,-0.183,105,96,105,-0.219208,0.430960,0.875341
47593.262,36112.508,2014.469,0.116,35,27,29,-0.991423,0.129895,0.014433
47599.207,36110.395,2041.304,-0.280,55,44,45,-0.630765,0.257681,0.731940
47593.316,36112.836,2017.583,-0.013,19,11,13,-0.992841,0.052967,-0.107060
47601.691,36108.141,2044.684,-0.183,108,99,110,-0.270675,0.406768,0.872511
47599.961,36109.203,2043.355,-0.279,56,47,49,-0.629596,0.481851,0.609449
47596.984,36111.879,2039.130,-0.233,53,42,42,-0.689700,0.220516,0.689700
47596.441,36111.699,2038.435,-0.241,53,43,44,-0.849043,0.239317,0.471013
47594.020,36113.023,2028.315,-0.020,24,17,20,-0.966600,-0.254753,0.028035
47593.895,36113.316,2028.433,-0.020,26,19,22,-0.984782,-0.170510,-0.033638
47594.379,36112.852,2031.522,-0.054,33,28,32,-0.964493,-0.127824,0.231117
47594.164,36112.887,2030.690,-0.086,31,25,30,-0.968854,-0.168552,0.181419
47594.184,36113.246,2030.942,-0.041,29,25,29,-0.990070,0.112324,0.084532
47594.242,36112.906,2032.967,-0.063,33,27,32,-0.995618,-0.090116,-0.024972
47593.594,36112.965,2023.118,0.061,20,13,15,-0.787829,0.187433,0.586681
47593.469,36113.352,2022.736,0.111,22,15,16,-0.870273,0.085762,0.485047
47590.375,36114.676,2003.615,0.296,21,12,15,-0.969660,0.229557,0.084046
47593.996,36113.078,2023.854,0.095,22,16,19,-0.945338,-0.152823,0.288064
47594.270,36112.715,2024.555,0.094,24,19,22,-0.988491,-0.056783,0.140220
47594.195,36113.160,2024.578,0.123,24,19,23,-0.939108,-0.322019,0.119915
47590.406,36114.680,2009.189,0.454,18,10,12,-0.992136,0.105691,-0.067052
47590.492,36115.086,2009.342,0.454,18,10,13,-0.968727,0.222185,0.110458
47593.156,36112.590,2014.052,0.116,40,32,35,-0.807886,0.078923,0.584031
47592.422,36113.605,2012.826,0.199,30,23,26,-0.782899,-0.171117,0.598153
47590.559,36114.996,2010.041,0.397,17,11,13,-0.905961,0.374233,0.197953
47600.141,36108.828,2043.602,-0.245,48,40,42,-0.568503,0.403720,0.716808
47594.223,36112.754,2025.639,0.091,26,19,23,-0.923319,-0.341501,-0.175669
47594.094,36113.199,2025.570,0.091,27,21,27,-0.954019,-0.286855,-0.086965
47594.078,36112.996,2026.289,0.080,27,20,24,-0.993159,-0.100330,-0.059747
47593.820,36113.598,2027.704,0.059,32,25,29,-0.998806,-0.019747,0.044692
47594.156,36113.258,2030.152,-0.039,29,24,28,-0.986477,0.091187,0.136188
47594.547,36113.063,2034.294,-0.046,39,32,36,-0.971872,0.083374,0.220258
47590.211,36113.875,2000.913,0.092,32,23,25,-0.841675,0.432549,0.323241
47590.145,36114.465,2000.403,0.042,57,44,45,-0.967475,-0.089792,0.236494
47590.453,36114.211,2001.192,0.089,36,27,30,-0.930625,0.209778,0.299884
47590.508,36114.434,2001.467,0.089,33,25,28,-0.997557,0.052503,-0.046074
47591.980,36113.676,2012.249,0.254,24,16,20,-0.831749,-0.264859,0.487897
47593.242,36112.945,2017.868,-0.016,19,11,13,-0.925156,-0.235209,-0.297932
47593.105,36113.527,2017.546,-0.013,20,12,15,-0.914156,-0.323069,-0.244837
47594.133,36112.816,2026.020,0.080,26,19,23,-0.939614,-0.309568,-0.145920
47594.039,36113.145,2027.018,0.054,25,19,24,-0.983565,-0.161731,-0.080267
47589.527,36114.711,1997.968,-0.017,36,28,30,-0.959556,0.213088,0.183970
47592.918,36113.426,2013.663,0.136,36,30,33,-0.931836,-0.098443,0.349270
47593.281,36113.102,2016.097,-0.019,21,12,16,-0.995704,0.042720,0.082154
47602.777,36108.754,2044.774,-0.205,112,102,115,-0.240288,0.345141,0.907270
47593.586,36114.688,2027.676,0.141,26,19,23,-0.952539,-0.265856,-0.148291
47593.832,36113.973,2028.295,0.065,28,21,23,-0.997285,-0.063337,0.037573
47594.176,36113.637,2030.108,0.014,29,24,29,-0.989873,-0.135552,0.042147
47589.563,36114.801,1998.382,-0.011,33,27,28,-0.958029,0.184696,0.219244
47589.996,36114.965,1998.949,0.036,57,45,45,-0.783559,0.472082,0.403947
47593.234,36113.336,2015.626,0.055,21,13,17,-0.990851,-0.107275,0.081898
47593.117,36113.996,2015.420,0.036,21,15,18,-0.976596,-0.113210,0.182878
47591.031,36115.285,2011.179,0.366,22,14,18,-0.942304,0.255236,0.216606
47597.859,36111.902,2039.794,-0.246,63,51,53,-0.547227,0.261854,0.794969
47591.039,36115.090,2011.594,0.349,21,14,17,-0.931756,0.266417,0.246683
47598.125,36111.586,2040.323,-0.279,50,40,42,-0.632633,0.478251,0.609140
47596.250,36112.840,2037.354,-0.156,59,46,49,-0.885432,0.139201,0.443434
47595.184,36112.992,2035.680,-0.102,44,37,39,-0.758264,0.392993,0.520185
47594.434,36113.703,2032.614,-0.027,26,18,23,-0.923813,0.382667,-0.011596
47594.301,36113.406,2033.030,-0.026,29,23,28,-0.972756,0.207103,0.104179
47594.656,36113.676,2033.649,-0.026,37,30,36,-0.919776,0.386922,0.065603
47596.832,36112.328,2038.798,-0.167,55,43,43,-0.844489,0.269190,0.463007
47596.980,36112.367,2038.998,-0.233,56,44,45,-0.729099,0.230489,0.644429
47594.668,36113.359,2034.720,-0.007,41,33,37,-0.908090,0.225206,0.353065
47595.223,36113.520,2035.303,0.001,48,40,42,-0.704014,0.279371,0.652929
47593.289,36113.820,2022.470,0.133,22,16,19,-0.909655,-0.001294,0.415362
47593.590,36113.496,2023.028,0.111,22,15,18,-0.881789,-0.022816,0.471093
47590.289,36115.035,2000.939,0.046,78,66,70,-0.928964,-0.064935,0.364430
47592.859,36114.063,2019.770,-0.008,21,12,16,-0.953004,-0.302835,0.008652
47590.781,36114.672,2004.812,0.379,27,20,22,-0.904023,0.072267,0.421332
47593.949,36113.422,2024.047,0.099,23,17,19,-0.922858,-0.339556,0.181754
47593.668,36113.941,2023.570,0.164,23,17,20,-0.925401,-0.351014,0.142903
47590.441,36115.289,2003.501,0.231,24,16,20,-0.993491,0.061882,0.095636
47593.848,36113.730,2024.309,0.141,23,17,20,-0.906189,-0.413904,0.086631
47594.051,36113.441,2024.939,0.123,25,19,25,-0.902878,-0.429880,0.003920
47591.313,36114.527,2006.872,0.460,31,24,28,-0.967858,-0.225706,-0.110940
47591.160,36114.730,2007.153,0.460,24,16,20,-0.943998,-0.130624,-0.302995
47590.473,36114.992,2008.307,0.442,20,12,15,-0.950920,-0.100994,-0.292490
47592.078,36114.457,2013.093,0.191,25,18,20,-0.799955,-0.452288,0.394344
47592.164,36114.727,2013.651,0.219,23,18,21,-0.827827,-0.484848,0.282178
47592.809,36113.352,2019.085,-0.054,20,13,16,-0.994606,-0.011931,-0.103040
47592.922,36113.902,2018.331,-0.029,20,13,16,-0.996825,-0.007400,-0.079281
47590.340,36115.305,1999.258,0.048,75,62,62,-0.759195,0.531599,0.375533
47590.551,36115.500,1999.363,0.064,95,81,86,-0.890692,0.451484,0.053196
47590.551,36115.582,1999.655,0.103,118,102,111,-0.911812,0.360417,-0.196722
47590.098,36114.852,2000.365,0.042,91,76,80,-0.935395,0.334360,0.115063
47590.758,36115.563,2009.730,0.566,20,13,16,-0.952748,0.170661,0.251289
47591.398,36115.598,2012.233,0.480,23,16,20,-0.986965,-0.117298,0.110189
47593.926,36114.117,2029.140,0.067,27,21,24,-0.981051,-0.029373,0.191511
47594.109,36113.875,2029.615,0.024,29,23,27,-0.941526,-0.096941,0.322695
47593.898,36114.531,2029.415,0.073,24,17,21,-0.944131,-0.063635,0.323368
47599.078,36110.961,2041.031,-0.271,61,51,51,-0.635565,0.250757,0.730190
47598.984,36111.410,2040.841,-0.260,63,51,53,-0.539238,0.307000,0.784202
47598.145,36112.488,2039.768,-0.212,57,47,52,-0.550642,0.362222,0.752057
47594.586,36114.086,2032.415,0.002,25,19,23,-0.929278,0.350697,0.115989
47594.531,36113.879,2031.970,0.015,26,18,24,-0.983442,0.181190,-0.003419
47594.723,36113.871,2034.275,-0.009,45,37,42,-0.906472,0.397377,0.142829
47593.160,36114.172,2021.580,0.118,22,14,17,-0.942363,0.013877,0.334305
47593.297,36114.410,2022.270,0.133,24,17,22,-0.966413,-0.175122,0.188094
47596.961,36113.426,2038.349,-0.109,44,34,38,-0.707879,0.165933,0.686567
47593.852,36113.691,2027.216,0.085,30,24,27,-0.971003,-0.194710,-0.138715
47594.031,36113.379,2026.314,0.080,27,22,27,-0.977172,-0.206037,-0.051811
47589.441,36115.703,1997.171,0.002,82,67,68,-0.825025,0.265686,0.498744
47591.008,36115.738,2010.885,0.482,23,16,20,-0.927209,0.054076,0.370620
47591.344,36115.863,2012.647,0.532,25,17,21,-0.934819,-0.354850,-0.013990
47591.156,36115.543,2011.613,0.349,24,15,20,-0.924626,0.169772,0.340947
47594.320,36114.242,2031.097,0.025,23,16,20,-0.963931,0.166105,0.207958
47595.770,36113.723,2036.041,-0.028,59,49,51,-0.823745,0.265274,0.501073
47594.723,36114.449,2033.021,0.070,32,24,30,-0.982229,0.149708,0.113194
47594.934,36114.289,2034.379,0.049,42,35,41,-0.829908,0.504694,0.237774
47595.391,36114.172,2035.280,0.018,51,39,41,-0.806308,0.329203,0.491419
47592.883,36114.652,2020.903,0.114,21,13,17,-0.946270,-0.016337,0.322963
47592.766,36114.355,2020.584,0.053,21,13,17,-0.975629,-0.025016,0.217998
47593.094,36115.000,2022.036,0.205,25,18,22,-0.940817,-0.328560,0.083130
47593.664,36115.000,2028.237,0.154,26,19,24,-0.974705,-0.001170,0.223492
