//X,Y,Z,M3C2 distance,R,G,B,Nx,Ny,Nz
47683.574,36049.363,2044.020,0.509,47,41,42,0.637335,0.142463,0.757304
47683.063,36049.082,2044.750,0.505,55,47,47,0.676482,0.117455,0.727032
47684.902,36042.770,2037.875,1.324,32,29,33,-0.937633,0.345308,0.040092
47684.629,36046.277,2042.076,1.086,45,40,42,0.740662,-0.289546,0.606287
47686.223,36040.313,2031.792,1.487,28,25,29,0.649408,-0.373204,0.662561
47684.965,36044.484,2040.888,1.243,40,36,39,0.820331,-0.293311,0.490944
47688.113,36030.922,2024.037,1.198,44,39,43,0.744577,-0.212958,0.632657
47680.980,36055.773,2045.231,0.120,49,43,44,0.719510,-0.357308,0.595513
47685.500,36038.820,2031.527,1.372,28,24,30,0.647892,-0.421379,0.634567
47683.953,36047.242,2043.328,0.853,54,47,48,0.660295,-0.290787,0.692426
47684.773,36042.828,2037.149,1.294,31,29,32,-0.923105,0.374378,0.087850
47685.008,36042.906,2039.640,1.280,34,31,34,0.864328,-0.411512,0.289129
47684.297,36044.988,2041.915,1.224,45,41,42,0.717169,-0.296815,0.630531
47687.762,36031.945,2024.535,1.051,37,33,35,0.704459,-0.169620,0.689178
47679.004,36059.016,2050.200,0.482,45,39,39,0.582816,-0.492119,0.646641
47682.152,36051.707,2044.028,0.251,45,39,40,0.621463,0.326146,0.712329
47682.297,36051.242,2044.166,0.320,45,39,39,0.609449,0.357826,0.707483
47682.352,36050.289,2045.048,0.438,56,50,50,0.612760,0.339700,0.713533
47682.980,36048.578,2044.780,0.688,55,47,47,0.683080,-0.073964,0.726588
47683.277,36044.688,2042.805,1.246,57,50,51,0.628647,-0.275331,0.727321
47683.656,36045.535,2042.729,1.149,55,48,49,0.642091,-0.297711,0.706461
47686.586,36032.695,2025.969,1.068,30,26,30,0.661149,-0.308752,0.683780
47687.648,36030.352,2024.289,1.135,41,36,38,0.678049,-0.283723,0.678049
47687.859,36029.758,2023.822,1.160,41,36,39,0.692069,-0.358305,0.626625
47684.988,36041.602,2033.771,1.131,29,26,32,0.742271,-0.416396,0.525021
47680.828,36054.301,2044.834,0.145,34,30,32,0.735570,-0.152551,0.660049
47681.883,36050.785,2044.950,0.438,51,45,46,0.579964,0.361048,0.730264
47681.199,36050.195,2045.834,0.605,59,52,52,0.517548,0.305464,0.799272
47684.848,36042.316,2039.332,1.301,33,30,33,0.878110,-0.403781,0.256678
47684.328,36042.734,2040.503,1.235,39,36,38,0.763199,-0.426542,0.485375
47683.172,36045.684,2043.182,1.197,62,55,55,0.595612,-0.317982,0.737654
47680.391,36057.281,2047.436,0.281,54,46,46,0.694276,-0.490176,0.526981
47679.914,36057.258,2048.240,0.370,61,52,52,0.643608,-0.495730,0.583113
47681.109,36053.191,2044.621,0.180,35,31,33,0.654789,0.101529,0.748961
47682.590,36046.414,2043.932,0.968,62,54,53,0.560027,-0.355496,0.748326
47684.828,36039.875,2032.972,1.117,28,26,31,0.728867,-0.371804,0.574904
47679.664,36057.719,2048.701,0.434,61,53,52,0.600161,-0.479120,0.640508
47680.488,36053.953,2045.051,0.145,32,27,30,0.720179,-0.089109,0.688042
47680.184,36054.832,2045.938,0.173,40,34,36,0.736987,-0.314469,0.598298
47679.906,36055.113,2046.462,0.291,43,37,38,0.733611,-0.352979,0.580707
47680.223,36053.516,2045.188,0.276,30,26,28,0.702588,-0.067806,0.708359
47680.629,36051.945,2045.198,0.351,46,41,42,0.600886,0.267941,0.753089
47684.367,36042.113,2036.321,1.195,31,28,33,-0.938965,0.329907,0.097503
47684.352,36040.313,2033.566,1.044,29,27,32,0.802268,-0.393899,0.448563
47678.363,36058.617,2050.492,0.476,43,37,38,0.564935,-0.517717,0.642509
47686.871,36028.793,2024.063,1.049,36,31,35,0.634138,-0.427752,0.644125
47680.582,36052.520,2045.175,0.331,40,35,36,0.612734,0.202187,0.763988
47682.281,36047.750,2044.860,0.861,60,52,51,0.560749,-0.308332,0.768434
47681.402,36049.781,2045.975,0.605,61,53,52,0.528414,0.222087,0.819424
47681.906,36049.266,2045.848,0.682,60,51,50,0.549237,0.081316,0.831701
47682.207,36048.371,2045.189,0.703,57,49,49,0.578220,-0.157696,0.800496
47684.367,36040.852,2037.421,1.113,31,29,34,-0.985342,0.164418,0.045477
47684.258,36041.430,2039.180,1.222,33,29,33,0.840262,-0.394216,0.372228
47684.293,36040.570,2038.349,1.054,35,31,35,0.935055,-0.225703,0.273367
47686.520,36031.820,2025.674,1.056,33,29,33,0.656776,-0.244125,0.713476
47687.156,36029.918,2024.520,1.054,36,30,33,0.630575,-0.337284,0.699010
47679.000,36056.387,2048.443,0.365,58,50,49,0.645280,-0.457563,0.611759
47678.500,36058.254,2050.093,0.476,44,38,39,0.567418,-0.503436,0.651605
47685.840,36032.477,2026.605,1.185,29,25,30,0.686801,-0.323105,0.651081
47679.293,36055.215,2047.189,0.291,47,40,41,0.708292,-0.407805,0.576210
47680.645,36051.176,2045.607,0.392,49,43,44,0.552752,0.336808,0.762250
47680.836,36050.602,2045.708,0.392,58,51,50,0.544033,0.340626,0.766813
47680.652,36049.844,2046.236,0.605,63,54,53,0.540911,0.212993,0.813664
47684.230,36039.961,2037.270,1.042,33,30,35,-0.992395,0.107500,0.059974
47683.355,36041.559,2040.773,1.172,42,38,40,0.711158,-0.467999,0.524625
47682.336,36045.516,2043.564,1.122,60,51,51,0.581314,-0.291453,0.759690
47686.672,36031.102,2025.405,1.061,33,29,33,0.647519,-0.223121,0.728654
47678.086,36056.867,2049.672,0.395,54,47,46,0.594949,-0.415967,0.687755
47685.645,36033.109,2027.254,1.226,28,24,29,0.720148,-0.343005,0.603104
47684.324,36036.523,2031.129,1.028,30,27,32,0.792160,-0.334468,0.510503
47679.895,36053.160,2045.541,0.276,31,26,29,0.713884,0.023843,0.699858
47678.762,36054.059,2047.128,0.350,45,39,40,0.734859,-0.257596,0.627396
47683.637,36040.023,2039.070,1.025,39,36,39,0.833397,-0.124061,0.538570
47684.258,36038.332,2038.264,0.928,34,31,35,0.981344,-0.041332,0.187766
47684.371,36039.219,2038.285,1.004,40,37,41,0.959009,-0.046383,0.279554
47683.840,36040.059,2034.399,0.966,32,30,35,0.918966,-0.314951,0.237292
47683.566,36039.355,2033.988,0.966,29,27,32,0.949433,-0.253272,0.185553
47683.734,36038.695,2033.354,0.903,30,27,32,0.903494,-0.278565,0.325730
47682.563,36043.984,2043.064,1.249,51,44,44,0.608711,-0.271774,0.745393
47683.734,36040.336,2035.760,1.103,35,33,37,-0.975352,0.179044,0.128962
47684.438,36035.750,2030.519,1.067,29,27,32,0.746972,-0.366163,0.554940
47680.055,36050.059,2046.583,0.737,56,48,47,0.566927,0.231430,0.790591
47680.496,36049.391,2046.374,0.772,60,51,50,0.539458,0.078285,0.838366
47680.633,36048.879,2046.266,0.772,63,53,52,0.547575,-0.037429,0.835919
47683.027,36039.941,2039.626,0.949,40,36,38,0.797052,-0.097628,0.595967
47683.648,36037.492,2032.693,0.836,29,27,31,0.950709,-0.168565,0.260265
47684.168,36037.859,2037.302,0.959,31,28,32,-0.991962,0.112490,0.057950
47684.035,36038.500,2038.726,0.928,37,34,38,0.925357,0.003829,0.379077
47683.836,36039.848,2036.476,1.027,32,30,34,-0.976181,0.092558,0.196223
47682.000,36045.328,2043.892,1.227,58,50,49,0.593020,-0.264091,0.760647
47684.699,36033.719,2028.801,1.231,29,26,30,0.790203,-0.289794,0.539999
47678.727,36053.539,2046.922,0.438,42,36,38,0.755097,-0.168643,0.633552
47679.160,36054.078,2046.598,0.350,44,38,39,0.739701,-0.237144,0.629766
47683.371,36039.094,2034.356,0.892,31,29,34,0.969253,-0.217224,0.115599
47683.480,36038.297,2033.733,0.819,30,27,32,0.942965,-0.252654,0.216758
47683.824,36036.602,2036.703,0.841,33,30,36,-0.997409,0.056903,0.044019
47683.395,36039.059,2039.314,0.919,41,37,40,0.821795,0.034763,0.568721
47683.852,36038.906,2036.323,0.977,32,29,34,-0.974956,0.072538,0.210236
47685.910,36027.512,2024.158,0.962,32,28,32,0.723829,-0.314358,0.614207
47684.996,36032.477,2027.582,1.256,27,24,29,0.760926,-0.312380,0.568692
47683.563,36036.477,2031.978,0.756,33,30,35,0.924556,-0.220132,0.311026
47683.762,36036.961,2035.986,0.841,35,32,38,-0.991376,0.005502,0.130936
47683.480,36038.465,2034.862,0.851,32,29,34,-0.994962,0.089447,0.045276
47678.527,36052.660,2047.037,0.481,41,35,37,0.754296,0.046877,0.654859
47679.680,36051.105,2046.307,0.528,47,41,40,0.633482,0.276051,0.722839
47679.727,36049.379,2046.871,0.737,54,45,44,0.590887,0.049358,0.805243
47679.805,36048.520,2046.745,0.911,58,49,47,0.596016,-0.058321,0.800852
47684.066,36037.059,2038.303,0.873,34,31,34,0.972622,-0.174182,0.153840
47683.996,36037.008,2038.843,0.873,39,34,37,0.924944,-0.160435,0.344587
47682.941,36040.574,2040.188,1.060,39,36,38,0.768575,-0.288017,0.571260
47682.637,36040.047,2040.244,0.957,37,33,36,0.756831,-0.191894,0.624807
47681.762,36045.988,2044.363,1.056,61,51,50,0.572242,-0.312569,0.758181
47677.797,36054.363,2048.459,0.412,33,28,29,0.728133,-0.278825,0.626162
47677.820,36056.156,2049.448,0.383,54,47,46,0.612613,-0.388043,0.688570
47683.785,36036.145,2036.224,0.775,36,34,39,-0.997743,0.024387,0.062558
47683.695,36035.801,2036.842,0.739,34,31,36,0.996733,-0.076177,0.026823
47683.430,36037.484,2033.697,0.798,30,28,33,0.996269,-0.075129,0.042464
47685.781,36029.883,2025.573,1.050,31,26,31,0.648770,-0.297822,0.700285
47685.344,36028.582,2025.304,0.974,32,28,32,0.713265,-0.315389,0.625926
47682.570,36039.219,2040.471,0.913,36,31,34,0.771694,0.009698,0.635920
47683.344,36037.773,2039.996,0.883,42,38,41,0.803685,-0.034943,0.594028
47683.457,36037.207,2039.781,0.882,45,39,42,0.826330,-0.099854,0.554263
47683.766,36037.051,2039.320,0.873,42,37,40,0.871951,-0.127848,0.472606
47682.094,36043.020,2043.129,1.166,54,47,46,0.596028,-0.336179,0.729201
47684.145,36033.777,2029.486,0.988,32,28,33,0.837609,-0.266863,0.476650
47683.492,36035.703,2031.666,0.834,33,30,35,0.968657,-0.166387,0.184445
47683.324,36036.586,2032.919,0.809,34,31,36,0.975455,-0.113657,0.188596
47679.203,36049.094,2047.265,0.848,56,48,45,0.644907,0.035279,0.763446
47682.004,36040.574,2041.518,1.002,42,37,39,0.686078,-0.326009,0.650396
47682.141,36039.719,2040.923,0.963,37,32,34,0.735083,-0.172691,0.655615
47685.559,36027.551,2024.583,0.930,33,29,32,0.725363,-0.293027,0.622883
47680.961,36043.941,2044.295,1.216,56,48,47,0.575160,-0.280450,0.768465
47681.680,36042.934,2043.468,1.166,54,47,46,0.579984,-0.349290,0.735945
47683.727,36035.621,2038.019,0.729,34,31,36,0.975797,-0.118695,0.183665
47683.785,36034.727,2036.464,0.699,31,28,33,0.996352,-0.080960,0.026987
47683.754,36036.461,2038.760,0.822,38,34,37,0.926338,-0.172375,0.334939
47683.480,36036.004,2038.946,0.800,39,35,37,0.901945,-0.192550,0.386548
47683.445,36035.352,2032.098,0.767,34,31,36,0.982381,-0.118080,0.144862
47683.422,36035.875,2032.931,0.758,36,33,38,0.998311,-0.049442,0.030507
47677.043,36056.301,2050.079,0.381,53,47,47,0.574227,-0.368094,0.731280
47683.762,36034.645,2034.939,-0.678,31,28,33,-0.985094,0.146869,0.089554
47679.488,36047.820,2046.832,1.034,56,47,46,0.670813,-0.199850,0.714192
47680.406,36047.023,2045.797,1.022,56,48,47,0.572521,-0.283881,0.769176
47679.805,36045.934,2045.784,1.246,54,46,45,0.623465,-0.290096,0.726041
47680.703,36042.871,2044.040,1.109,55,48,48,0.548395,-0.344567,0.761929
47681.668,36041.703,2042.696,1.092,53,46,46,0.570272,-0.440589,0.693304
47678.719,36051.148,2047.563,0.704,47,41,40,0.699001,0.199936,0.686602
47679.133,36050.633,2047.263,0.701,49,42,41,0.663062,0.227291,0.713223
47683.855,36034.730,2037.500,0.680,31,29,33,0.990176,-0.089174,0.107703
47683.648,36034.758,2030.675,0.871,32,29,33,0.929240,-0.174669,0.325583
47683.766,36034.973,2037.980,0.700,34,31,35,0.975224,-0.126441,0.181524
47683.789,36034.258,2037.764,0.616,30,27,31,0.979720,-0.119238,0.161033
47683.172,36036.109,2039.493,0.828,44,39,41,0.835045,-0.204594,0.510726
47683.512,36034.922,2031.571,0.834,31,28,33,0.980473,-0.113838,0.160352
47683.270,36034.461,2038.827,0.611,37,34,37,0.917945,-0.120454,0.377978
47683.578,36035.180,2033.322,-0.689,34,31,35,-0.998485,0.036748,0.040947
47683.477,36034.602,2032.882,0.698,31,29,34,-0.995555,0.093434,0.011813
47676.637,36055.133,2049.943,0.423,51,45,45,0.626162,-0.278825,0.728133
47681.609,36040.109,2041.663,0.985,43,38,39,0.665553,-0.240732,0.706461
47682.113,36038.953,2041.116,0.963,39,34,37,0.719117,-0.044144,0.693485
47682.469,36038.281,2040.836,0.902,43,38,41,0.742241,0.006937,0.670098
47682.723,36037.086,2040.430,0.865,47,41,42,0.744474,-0.076914,0.663206
47677.379,36054.773,2049.187,0.379,43,38,39,0.668610,-0.290212,0.684644
47683.793,36032.707,2029.333,0.988,32,28,33,0.916118,-0.138467,0.376238
47678.309,36052.008,2047.397,0.592,42,37,37,0.738900,0.107664,0.665158
47683.418,36034.246,2031.636,0.804,32,29,34,0.985068,-0.106526,0.135252
47683.578,36034.008,2030.491,0.953,32,29,34,0.939967,-0.171527,0.295026
47683.832,36033.910,2037.335,0.534,28,26,30,0.985969,-0.145587,0.081671
47683.000,36035.480,2039.555,0.828,46,40,42,0.847256,-0.174216,0.501802
47682.473,36036.359,2040.583,0.840,49,42,43,0.732733,-0.117416,0.670310
47683.355,36033.617,2032.514,0.709,29,28,33,0.994800,-0.083177,0.058779
47683.598,36033.953,2035.613,0.587,30,27,33,-0.979106,0.180136,0.094357
47683.430,36033.227,2035.820,0.450,31,29,33,-0.973162,0.218314,0.072771
47683.543,36033.406,2036.250,0.450,31,29,33,-0.972760,0.225797,0.052483
47679.652,36047.414,2046.577,1.119,54,46,45,0.649773,-0.219707,0.727684
47681.793,36039.379,2041.349,0.963,42,37,40,0.716537,-0.077031,0.693282
47685.082,36025.324,2024.401,0.809,29,26,29,0.845517,-0.180437,0.502538
47681.457,36040.582,2042.029,1.027,48,43,43,0.640381,-0.325865,0.695503
47677.711,36051.801,2047.995,0.715,41,35,35,0.708863,0.108031,0.697024
47677.023,36053.551,2049.183,0.466,40,35,35,0.724974,-0.143186,0.673729
47677.359,36052.750,2048.671,0.538,42,36,37,0.745129,-0.041160,0.665649
47684.547,36030.594,2027.156,1.144,28,25,29,0.837277,-0.224189,0.498706
47682.723,36034.195,2039.675,0.683,49,43,44,0.830599,-0.112007,0.545490
47684.188,36031.594,2028.329,1.041,31,28,33,0.873043,-0.168174,0.457726
47683.633,36031.953,2029.440,0.932,33,29,35,0.940298,-0.037303,0.338302
47683.457,36032.082,2030.060,0.784,34,31,36,0.962598,-0.018347,0.270310
47683.449,36031.746,2031.185,0.681,32,30,35,0.989802,0.030542,0.139138
47683.273,36033.016,2033.106,-0.584,30,28,33,0.994124,-0.090578,0.059267
47683.320,36033.039,2032.377,-0.582,30,29,33,0.995276,-0.067533,0.069747
47683.266,36032.594,2031.684,0.674,31,29,33,0.994521,-0.016304,0.103256
47683.355,36032.129,2032.517,-0.582,29,27,32,0.995222,-0.005356,0.097487
47683.047,36032.586,2034.752,0.428,30,27,32,0.985941,-0.166782,0.010211
47683.051,36032.938,2034.364,-0.525,30,27,32,-0.989539,0.143913,0.010040
47679.105,36047.328,2047.065,1.106,50,42,41,0.696531,-0.206322,0.687223
47681.715,36038.301,2041.514,0.881,51,44,45,0.674369,-0.009733,0.738330
47681.309,36039.223,2041.724,0.921,49,43,45,0.650895,-0.076832,0.755270
47684.754,36028.422,2026.085,1.050,32,28,32,0.823702,-0.235563,0.515776
47681.918,36037.602,2041.147,0.824,50,43,43,0.684025,-0.026687,0.728971
47678.004,36051.230,2047.907,0.715,44,37,37,0.702488,0.146541,0.696445
47678.637,36047.750,2048.008,1.128,55,47,46,0.729632,-0.120367,0.673163
47678.805,36048.859,2047.644,0.951,56,47,45,0.674348,0.012514,0.738307
47678.523,36048.121,2048.137,1.053,56,48,46,0.711481,-0.061805,0.699982
47684.867,36025.883,2024.840,0.863,31,28,31,0.819310,-0.175889,0.545705
47683.359,36033.777,2038.432,0.524,37,33,36,0.928179,-0.127505,0.349609
47682.508,36034.688,2040.358,0.683,53,46,46,0.769792,-0.155164,0.619148
47684.387,36029.742,2027.003,1.097,30,26,31,0.873776,-0.171243,0.455183
47679.008,36045.637,2046.383,1.237,49,42,41,0.671845,-0.290224,0.681465
47679.059,36044.422,2045.861,1.282,54,47,47,0.627078,-0.311121,0.714127
47678.867,36042.531,2045.210,1.108,49,44,43,0.581306,-0.374983,0.722129
47684.859,36025.000,2024.863,0.901,30,26,30,0.869664,-0.109957,0.481242
47684.285,36026.020,2025.621,0.892,32,28,32,0.860546,-0.122523,0.494418
47677.359,36052.141,2048.450,0.596,40,34,35,0.727538,0.035317,0.685157
47676.918,36052.074,2048.940,0.637,45,38,39,0.717826,0.038227,0.695172
47677.086,36051.672,2048.827,0.726,44,37,37,0.699008,0.079928,0.710633
47684.156,36029.238,2027.708,0.918,31,28,32,0.927598,-0.172088,0.331585
47678.555,36050.047,2047.777,0.836,55,47,45,0.673271,0.133455,0.727252
47678.715,36049.383,2047.684,0.951,57,48,46,0.676566,0.058894,0.734023
47677.832,36049.086,2048.560,0.939,56,48,46,0.679183,0.064890,0.731095
47678.609,36047.227,2047.888,1.128,53,45,44,0.720124,-0.175826,0.671198
47683.348,36032.293,2036.648,0.320,33,31,35,-0.974020,0.225324,0.022652
47683.371,36031.609,2032.761,-0.505,29,27,32,0.995199,0.025016,0.094625
47683.215,36031.121,2033.232,-0.505,30,27,33,0.993320,0.057372,0.100119
47683.367,36032.961,2038.178,0.448,36,32,36,0.950937,-0.171304,0.257630
47683.008,36031.543,2034.104,-0.483,29,25,32,0.996874,0.003158,0.078950
47681.980,36035.875,2041.085,0.825,56,48,48,0.704085,-0.130054,0.698105
47683.402,36030.879,2031.850,-0.571,30,27,32,0.987451,0.100519,0.121805
47684.445,36027.551,2033.152,-0.573,37,34,39,-0.927706,-0.369767,0.051320
47684.473,36027.508,2034.386,-0.561,35,32,37,-0.912462,-0.408033,0.030371
47684.652,36027.738,2035.326,0.473,33,31,36,0.928887,0.368689,0.035175
47684.254,36025.180,2025.665,0.886,32,29,33,0.889135,-0.061650,0.453473
47683.840,36028.000,2027.785,0.821,32,29,33,0.963807,-0.149984,0.220411
47683.652,36028.582,2028.592,0.695,33,30,35,0.984064,-0.114426,0.136107
47683.734,36029.199,2031.358,-0.595,34,32,37,0.978233,0.203749,0.039320
47683.516,36029.832,2031.548,-0.647,32,30,35,0.984814,0.142397,0.099319
47683.246,36029.871,2032.120,-0.647,31,29,34,0.983904,0.148128,0.099956
47683.219,36031.754,2035.631,0.312,30,28,33,-0.995597,0.093237,0.009645
47683.215,36030.727,2033.451,-0.483,29,26,32,0.992695,0.083009,0.087557
47684.164,36028.313,2036.199,0.277,29,27,32,0.874160,0.456781,0.164908
47684.723,36027.473,2035.607,0.473,33,29,35,0.943402,0.324906,0.066547
47684.777,36026.605,2034.161,-0.561,37,34,39,-0.987247,-0.155155,0.035628
47684.762,36026.805,2034.912,0.469,37,34,39,0.992372,0.103443,0.067067
47678.496,36046.664,2047.537,1.205,49,42,41,0.727122,-0.268892,0.631657
47678.629,36046.285,2047.096,1.205,48,41,40,0.708740,-0.294103,0.641241
47680.984,36036.512,2042.048,0.766,60,51,50,0.622539,-0.119776,0.773368
47681.070,36037.008,2041.985,0.766,56,48,47,0.648454,-0.049881,0.759618
47680.570,36039.418,2042.229,0.896,52,45,46,0.625194,-0.067550,0.777540
47679.824,36039.941,2042.933,0.916,52,45,46,0.629565,-0.172254,0.757612
47679.805,36039.047,2043.031,0.827,53,45,46,0.625989,-0.043805,0.778601
47679.781,36041.078,2043.659,1.014,52,45,44,0.585562,-0.372332,0.720060
47676.230,36053.832,2049.917,0.483,59,51,51,0.653348,-0.166002,0.738634
47677.836,36050.957,2048.241,0.715,46,40,39,0.683904,0.149462,0.714098
47683.254,36032.359,2038.771,0.380,42,37,38,0.894116,-0.165577,0.416102
47682.477,36033.711,2039.968,0.503,54,46,47,0.764296,-0.139099,0.629685
47682.180,36033.750,2040.321,0.465,56,48,48,0.721603,-0.176188,0.669513
47684.391,36027.234,2031.584,-0.724,35,32,37,-0.957245,-0.247586,0.149611
47684.719,36026.254,2032.032,-0.746,34,32,37,-0.986277,-0.110644,0.122541
47684.465,36025.738,2030.916,-0.769,31,28,33,-0.978458,-0.049223,0.200494
47684.797,36025.922,2033.904,0.560,36,33,39,-0.999956,-0.008884,0.002961
47684.699,36026.773,2035.506,0.469,35,32,37,0.977358,0.107769,0.182093
47684.539,36025.691,2036.089,0.476,36,33,38,0.946587,-0.074217,0.313793
47684.496,36026.656,2036.285,0.381,34,31,36,0.935113,0.075605,0.346191
47683.598,36028.887,2029.044,0.759,31,28,33,0.995790,-0.062580,0.066972
47683.832,36027.156,2026.860,0.870,33,30,34,0.956945,-0.143872,0.252106
47683.590,36028.984,2030.034,0.701,32,29,34,0.997509,0.066925,0.022308
47677.250,36047.137,2049.262,1.138,53,47,45,0.672956,-0.149714,0.724373
47683.164,36031.918,2037.330,0.264,33,30,34,0.977469,-0.194515,0.081965
47683.914,36028.383,2031.296,-0.656,35,32,37,-0.960656,-0.276757,0.023371
47682.773,36032.977,2039.420,0.469,50,42,43,0.828965,-0.168780,0.533226
47681.805,36034.934,2041.046,0.649,63,54,53,0.676105,-0.162569,0.718647
47684.012,36027.703,2031.031,0.697,34,32,37,-0.964507,-0.224576,0.138899
47682.254,36033.102,2040.068,0.465,55,47,48,0.722700,-0.165841,0.670970
47683.219,36029.949,2032.771,-0.571,31,29,33,0.980004,0.161080,0.116814
47683.238,36029.387,2037.010,0.142,32,29,34,0.940892,0.261898,0.214784
47682.957,36030.590,2035.682,0.299,30,28,33,0.990897,0.126280,0.046644
47683.188,36029.707,2035.746,0.356,30,28,33,0.958043,0.275742,0.078234
47684.559,36024.766,2033.148,-0.714,34,31,36,-0.993275,0.097865,0.061869
47678.336,36044.586,2046.649,1.284,49,43,43,0.690925,-0.318764,0.648855
47683.609,36027.078,2027.462,0.810,31,28,33,0.980106,-0.098865,0.172098
47683.691,36028.051,2029.972,0.686,32,29,34,-0.992443,-0.094356,0.078441
47676.488,36051.953,2049.380,0.632,48,41,41,0.705591,0.018164,0.708386
47677.320,36051.020,2048.824,0.726,46,39,37,0.679875,0.129998,0.721714
47683.828,36028.035,2030.501,0.697,34,31,36,-0.980714,-0.162435,0.108697
47683.875,36027.191,2029.809,0.738,33,30,35,-0.975427,-0.149390,0.161943
47677.328,36050.465,2048.883,0.845,50,43,41,0.677089,0.111120,0.727463
47677.227,36049.754,2049.162,0.845,54,45,44,0.670084,0.104563,0.734884
47677.379,36046.453,2048.633,1.205,52,46,43,0.680330,-0.210171,0.702125
47683.121,36030.000,2035.307,0.356,30,27,32,0.967876,0.249578,0.030436
47683.363,36030.082,2034.403,-0.474,29,26,31,0.983438,0.178489,0.031498
47682.781,36031.160,2036.602,0.160,32,29,34,0.997528,-0.060812,0.035207
47682.773,36030.863,2036.403,0.299,32,29,33,0.998159,0.034856,0.049644
47682.883,36030.559,2038.045,0.057,33,29,32,0.975711,-0.077321,0.204961
47683.238,36029.102,2034.849,0.421,30,27,32,-0.908775,-0.417121,0.011768
47683.133,36028.988,2037.676,0.027,32,28,32,0.935853,0.219625,0.275580
47682.918,36029.324,2037.952,0.027,35,31,34,0.939273,0.186199,0.288264
47682.863,36029.918,2038.070,0.027,35,30,35,0.957775,0.006116,0.287455
47684.219,36027.469,2036.599,0.238,31,28,32,0.914925,0.216882,0.340404
47683.340,36027.660,2037.925,-0.001,33,29,33,0.823729,0.108959,0.556416
47683.516,36025.621,2027.099,0.858,33,30,34,0.996210,0.040196,0.077133
47684.430,36024.152,2025.181,0.901,29,26,31,0.901274,-0.075449,0.426630
47683.688,36026.590,2028.793,0.772,32,30,35,-0.986093,-0.057454,0.155946
47683.355,36029.180,2033.844,-0.474,35,31,35,0.932493,0.361006,0.011481
47683.848,36026.117,2029.395,0.804,31,29,33,-0.974090,-0.090584,0.207227
47684.359,36024.621,2031.172,-0.796,27,25,29,-0.988083,0.066494,0.138822
47684.430,36024.168,2032.914,-0.790,30,28,32,-0.991367,0.117504,0.058181
47684.547,36024.805,2035.071,0.624,35,32,38,0.981682,-0.110973,0.154874
47684.355,36025.574,2036.424,0.476,36,33,38,0.903110,-0.086864,0.420532
47684.664,36023.871,2034.755,0.793,33,30,36,0.983858,-0.143304,0.107177
47684.672,36023.668,2034.975,0.812,34,30,36,0.980485,-0.148484,0.128850
47684.512,36023.617,2035.381,0.711,35,32,36,0.955200,-0.144406,0.258341
47679.758,36041.781,2044.129,1.053,54,47,47,0.538668,-0.435907,0.720987
47679.027,36041.684,2044.710,1.036,56,49,49,0.580322,-0.411682,0.702669
47678.207,36041.906,2045.342,1.059,50,45,45,0.650820,-0.362296,0.667214
47683.961,36023.422,2028.399,0.945,29,25,32,-0.987587,-0.105012,0.116811
47680.629,36036.121,2042.278,0.650,61,52,51,0.599522,-0.151759,0.785839
47684.230,36023.242,2030.501,-0.961,30,27,32,-0.998393,-0.001030,0.056668
47684.266,36023.434,2031.249,-0.940,27,25,29,-0.997131,0.044197,0.061445
47681.488,36032.219,2040.542,0.264,58,50,49,0.599850,-0.208174,0.772557
47683.172,36031.891,2038.831,0.252,38,33,34,0.905492,-0.194962,0.376927
47682.813,36030.523,2038.500,0.057,34,30,32,0.935636,-0.140687,0.323716
47684.074,36022.691,2035.582,0.818,36,33,38,0.929851,-0.201163,0.308075
47684.230,36023.012,2025.528,0.913,29,26,31,0.958905,-0.059536,0.277411
47679.148,36038.719,2043.593,0.806,52,45,44,0.615060,-0.058509,0.786306
47683.523,36025.531,2027.466,0.903,33,30,35,0.997457,0.052498,0.048212
47683.926,36025.117,2028.417,0.907,30,28,33,-0.990313,-0.068019,0.121051
47679.840,36036.539,2042.896,0.738,63,55,53,0.585546,-0.125369,0.800886
47675.746,36051.547,2050.003,0.759,53,46,46,0.659573,0.043972,0.750353
47676.598,36048.512,2049.525,0.975,58,50,48,0.662435,0.018130,0.748900
47682.301,36030.320,2039.140,0.031,47,41,41,0.810194,-0.186269,0.555778
47684.371,36022.469,2030.431,-1.043,30,28,33,-0.998581,-0.015587,0.050916
47683.664,36026.016,2037.471,0.222,38,34,38,0.801800,-0.094244,0.590114
47682.848,36028.535,2038.338,-0.029,40,35,37,0.854899,0.077718,0.512940
47678.918,36040.777,2044.125,0.956,45,39,39,0.618267,-0.311555,0.721581
47679.805,36037.684,2043.026,0.780,57,49,47,0.603193,-0.020800,0.797324
47679.371,36038.199,2043.423,0.780,55,47,45,0.611489,-0.032184,0.790598
47678.734,36039.828,2043.828,0.870,43,38,39,0.639026,-0.205788,0.741146
47676.938,36047.414,2049.686,1.090,56,48,47,0.674853,-0.035370,0.737104
47676.359,36047.820,2049.840,1.036,57,50,48,0.687238,-0.015334,0.726270
47683.652,36024.324,2028.216,0.907,31,29,34,-0.986562,-0.110676,0.120196
47683.699,36023.824,2028.108,0.935,29,26,32,-0.988133,-0.118670,0.097521
47682.605,36029.332,2038.545,-0.043,41,36,39,0.855857,0.031496,0.516253
47684.293,36021.844,2030.653,-1.120,29,27,31,0.995121,-0.094825,0.027249
